titulo_noticia;time_mais_citado;qtd_citacoes_time_mais_citado;qtd_total_palavras;qtd_times_citados;link
pode vir lbf 2022;Sport/Uninassau/Inst. Todos;11;1443;6;https://lbf.com.br/noticias/pode-vir-lbf-2022/
de volta ao brasil;Sodiê Mesquita;6;639;3;https://lbf.com.br/noticias/de-volta-ao-brasil/
boa recuperacao;Sampaio Basquete;1;392;1;https://lbf.com.br/noticias/boa-recuperacao/
recra derrota o xv fora de casa pelo campeonato paulista feminino da serie a 2;Sport/Uninassau/Inst. Todos;1;296;1;https://lbf.com.br/noticias/recra-derrota-o-xv-fora-de-casa-pelo-campeonato-paulista-feminino-da-serie-a-2/
sodie doces mesquita lsb divulga primeira novidade da temporada;Sodiê Mesquita;2;248;2;https://lbf.com.br/noticias/sodie-doces-mesquita-lsb-divulga-primeira-novidade-da-temporada/
bra 104x47 uru vitoria centenaria e vaga na semi garantida;Sampaio Basquete;2;357;1;https://lbf.com.br/noticias/bra-104x47-uru-vitoria-centenaria-e-vaga-na-semi-garantida/
presentao;Unimed Campinas Basquete;10;596;3;https://lbf.com.br/noticias/presentao/
tubarao vence jogo eletrizante no sul;Sampaio Basquete;13;943;4;https://lbf.com.br/noticias/tubarao-vence-jogo-eletrizante-no-sul/
noite da patty;Unimed Campinas Basquete;8;639;4;https://lbf.com.br/noticias/noite-da-patty/
vera cruz campinas conhece seu adversario no desafio internacional;Unimed Campinas Basquete;10;491;2;https://lbf.com.br/noticias/vera-cruz-campinas-conhece-seu-adversario-no-desafio-internacional/
inicio de trabalho;Sampaio Basquete;5;443;4;https://lbf.com.br/noticias/inicio-de-trabalho/
selecao brasileira encara o japao precisando vencer para avancar no campeonato mundial da turquia;Sport/Uninassau/Inst. Todos;3;507;1;https://lbf.com.br/noticias/selecao-brasileira-encara-o-japao-precisando-vencer-para-avancar-no-campeonato-mundial-da-turquia/
bom inicio;Nenhum time identificado;0;597;0;https://lbf.com.br/noticias/bom-inicio/
confira os destaques da primeira partida da final da lbf 201415;Sport/Uninassau/Inst. Todos;22;518;2;https://lbf.com.br/noticias/confira-os-destaques-da-primeira-partida-da-final-da-lbf-201415/
pacotao de reforcos;Santo André;2;480;2;https://lbf.com.br/noticias/pacotao-de-reforcos/
novo caminho;Sampaio Basquete;5;333;2;https://lbf.com.br/noticias/novo-caminho/
selecao brasileira adulta feminina perde da franca e fica com o segundo lugar no torneio de limoges;Sport/Uninassau/Inst. Todos;4;466;2;https://lbf.com.br/noticias/selecao-brasileira-adulta-feminina-perde-da-franca-e-fica-com-o-segundo-lugar-no-torneio-de-limoges/
prata de valor;Sampaio Basquete;2;409;4;https://lbf.com.br/noticias/prata-de-valor/
sesi araraquara vence a 6a seguida;SESI Araraquara Basquete;23;627;3;https://lbf.com.br/noticias/sesi-araraquara-vence-a-6a-seguida/
ute e deportivo berazategui sao os primeiros classificados na liga sul americana feminina 2015;Sport/Uninassau/Inst. Todos;1;429;1;https://lbf.com.br/noticias/ute-e-deportivo-berazategui-sao-os-primeiros-classificados-na-liga-sul-americana-feminina-2015/
america mantem invencibilidade e sao jose vence fora no fechamento da quinta semana da lbf 201415;Pontz São José Basketball;12;792;3;https://lbf.com.br/noticias/america-mantem-invencibilidade-e-sao-jose-vence-fora-no-fechamento-da-quinta-semana-da-lbf-201415/
partiu argentina;Unimed Campinas Basquete;3;657;4;https://lbf.com.br/noticias/partiu-argentina/
americana e campeao da liga de basquete feminino lbf 201314;Sport/Uninassau/Inst. Todos;10;742;1;https://lbf.com.br/noticias/americana-e-campeao-da-liga-de-basquete-feminino-lbf-201314/
espero a mesma atitude do jogo 1 porem com mais intensidade;SESI Araraquara Basquete;18;641;5;https://lbf.com.br/noticias/espero-a-mesma-atitude-do-jogo-1-porem-com-mais-intensidade/
ricardo molina recebe medalha de merito ayrton senna pelos servicos prestados ao esporte de americana;Sport/Uninassau/Inst. Todos;2;334;1;https://lbf.com.br/noticias/ricardo-molina-recebe-medalha-de-merito-ayrton-senna-pelos-servicos-prestados-ao-esporte-de-americana/
ainda invictas;Sampaio Basquete;13;366;3;https://lbf.com.br/noticias/ainda-invictas/
melhores da temporada monique rebotes;Sodiê Mesquita;3;328;4;https://lbf.com.br/noticias/melhores-da-temporada-monique-rebotes/
lbf 2022 tera live de lancamento;SESI Araraquara Basquete;4;315;2;https://lbf.com.br/noticias/lbf-2022-tera-live-de-lancamento/
duelos opostos;Sport/Uninassau/Inst. Todos;5;499;3;https://lbf.com.br/noticias/duelos-opostos/
quinteto da semana 05 lbf 1516;Sport/Uninassau/Inst. Todos;1;561;1;https://lbf.com.br/noticias/quinteto-da-semana-05-lbf-1516/
alteracao no horario de quatro jogos da liga de basquete feminino lbf 201415;Sport/Uninassau/Inst. Todos;6;197;1;https://lbf.com.br/noticias/alteracao-no-horario-de-quatro-jogos-da-liga-de-basquete-feminino-lbf-201415/
tudo sob controle;Unimed Campinas Basquete;9;586;3;https://lbf.com.br/noticias/tudo-sob-controle/
destaque da temporada tassia recebe seu trofeu de quinteto ideal;Sport/Uninassau/Inst. Todos;3;488;4;https://lbf.com.br/noticias/destaque-da-temporada-tassia-recebe-seu-trofeu-de-quinteto-ideal/
selecao brasileira e superada pela anfitria turquia na abertura da zafer cup;Sport/Uninassau/Inst. Todos;4;323;1;https://lbf.com.br/noticias/selecao-brasileira-e-superada-pela-anfitria-turquia-na-abertura-da-zafer-cup/
pronta para voltar;Sampaio Basquete;6;481;3;https://lbf.com.br/noticias/pronta-para-voltar/
vitoria inedita;ADRM Maringá;11;526;6;https://lbf.com.br/noticias/vitoria-inedita/
catanduva nunca desiste de seus sonhos;Sport/Uninassau/Inst. Todos;2;430;2;https://lbf.com.br/noticias/catanduva-nunca-desiste-de-seus-sonhos/
rodrigo galego o melhor tecnico do ano 2022;Sampaio Basquete;22;659;4;https://lbf.com.br/noticias/rodrigo-galego-o-melhor-tecnico-do-ano-2022/
com mvp da lbf 2021 selecao brasileira de 3x3 e convocada;Pontz São José Basketball;2;223;4;https://lbf.com.br/noticias/com-mvp-da-lbf-2021-selecao-brasileira-de-3x3-e-convocada/
galo vence com marcas especiais;Sampaio Basquete;2;636;3;https://lbf.com.br/noticias/galo-vence-com-marcas-especiais/
brasil comeca com uma vitoria e uma derrota o mundial 3x3 fiba 18;Sport/Uninassau/Inst. Todos;4;459;2;https://lbf.com.br/noticias/brasil-comeca-com-uma-vitoria-e-uma-derrota-o-mundial-3x3-fiba-18/
sesigue o lider;SESI Araraquara Basquete;16;671;2;https://lbf.com.br/noticias/sesigue-o-lider/
jogo das estrelas resultado final votacao pela internet;Santo André;12;343;4;https://lbf.com.br/noticias/jogo-das-estrelas-resultado-final-votacao-pela-internet/
maranhao basquete mantem esperanca em superar a adcf unimedamericana;Sport/Uninassau/Inst. Todos;5;594;1;https://lbf.com.br/noticias/maranhao-basquete-mantem-esperanca-em-superar-a-adcf-unimedamericana/
karla costa inaugura point de comida saudavel em americana denominado comer sem culpa cia;Sport/Uninassau/Inst. Todos;2;418;1;https://lbf.com.br/noticias/karla-costa-inaugura-point-de-comida-saudavel-em-americana-denominado-comer-sem-culpa-cia/
valeu rio;Sampaio Basquete;4;786;6;https://lbf.com.br/noticias/valeu-rio/
brasileiras estreiam positivamente na wnba;Sport/Uninassau/Inst. Todos;5;360;1;https://lbf.com.br/noticias/brasileiras-estreiam-positivamente-na-wnba/
uninassauamerica apresenta elenco completo nesta terca feira;Sport/Uninassau/Inst. Todos;5;204;1;https://lbf.com.br/noticias/uninassauamerica-apresenta-elenco-completo-nesta-terca-feira/
nova historia;Sampaio Basquete;14;602;3;https://lbf.com.br/noticias/nova-historia/
titulares escolhidas;SESI Araraquara Basquete;6;606;5;https://lbf.com.br/noticias/titulares-escolhidas/
so segue um;Santo André;6;311;4;https://lbf.com.br/noticias/so-segue-um/
uma passadinha pela base 67;Sport/Uninassau/Inst. Todos;1;274;1;https://lbf.com.br/noticias/uma-passadinha-pela-base-67/
melhores da temporada thayna cestinha;Sodiê Mesquita;9;411;4;https://lbf.com.br/noticias/melhores-da-temporada-thayna-cestinha/
um dia e tanto;Sampaio Basquete;16;541;2;https://lbf.com.br/noticias/um-dia-e-tanto/
emocao extra;Sampaio Basquete;2;809;3;https://lbf.com.br/noticias/emocao-extra/
vamos pro jogo 5 das finais;SESI Araraquara Basquete;13;536;3;https://lbf.com.br/noticias/vamos-pro-jogo-5-das-finais/
sport recife anuncia nicolle chirinda;Sport/Uninassau/Inst. Todos;3;150;1;https://lbf.com.br/noticias/sport-recife-anuncia-nicolle-chirinda/
vamos continuar firmes nao tem nada perdido;Santo André;14;737;5;https://lbf.com.br/noticias/vamos-continuar-firmes-nao-tem-nada-perdido/
de tirar o folego;Sampaio Basquete;15;693;2;https://lbf.com.br/noticias/de-tirar-o-folego/
lateral cubana ariadna felipe e a nova contratada do uninassauamerica;Pontz São José Basketball;4;254;2;https://lbf.com.br/noticias/lateral-cubana-ariadna-felipe-e-a-nova-contratada-do-uninassauamerica/
lbf em peso na copa america;Sport/Uninassau/Inst. Todos;3;382;4;https://lbf.com.br/noticias/lbf-em-peso-na-copa-america/
guerreira dona do garrafao um coracao enorme;SESI Araraquara Basquete;5;618;1;https://lbf.com.br/noticias/guerreira-dona-do-garrafao-um-coracao-enorme/
fator paixao;SESI Araraquara Basquete;13;603;3;https://lbf.com.br/noticias/fator-paixao/
duelo de gigantes;Sampaio Basquete;2;1004;2;https://lbf.com.br/noticias/duelo-de-gigantes/
vera cruz derruba o invicto;SESI Araraquara Basquete;13;620;3;https://lbf.com.br/noticias/vera-cruz-derruba-o-invicto/
novidade no tricolor;Sampaio Basquete;5;382;2;https://lbf.com.br/noticias/novidade-no-tricolor/
lbf nas escolas tem novas datas;Santo André;6;413;3;https://lbf.com.br/noticias/lbf-nas-escolas-tem-novas-datas/
naodeixepradepois;Sport/Uninassau/Inst. Todos;1;554;1;https://lbf.com.br/noticias/naodeixepradepois/
titulo da liga de basquete feminino lbf 201415 sera definido nesta segunda em americana sp;Sport/Uninassau/Inst. Todos;8;448;2;https://lbf.com.br/noticias/titulo-da-liga-de-basquete-feminino-lbf-201415-sera-definido-nesta-segunda-em-americana-sp/
norte americana brarandie baker ja treina com elenco do sport recife;Sport/Uninassau/Inst. Todos;6;332;1;https://lbf.com.br/noticias/norte-americana-brarandie-baker-ja-treina-com-elenco-do-sport-recife/
uninassauamerica vence o mequinha na estreia do pernambucano feminino adulto;Sport/Uninassau/Inst. Todos;7;264;1;https://lbf.com.br/noticias/uninassauamerica-vence-o-mequinha-na-estreia-do-pernambucano-feminino-adulto/
tubarao tritura o pontz sao jose;Pontz São José Basketball;13;466;4;https://lbf.com.br/noticias/tubarao-tritura-o-pontz-sao-jose/
certificacao mais uma vez em dia;Sport/Uninassau/Inst. Todos;3;342;1;https://lbf.com.br/noticias/certificacao-mais-uma-vez-em-dia/
na briga;Unimed Campinas Basquete;8;534;3;https://lbf.com.br/noticias/na-briga/
por um lugar em paris;SESI Araraquara Basquete;9;487;4;https://lbf.com.br/noticias/por-um-lugar-em-paris/
galo de volta as semis;SESI Araraquara Basquete;7;511;6;https://lbf.com.br/noticias/galo-de-volta-as-semis/
torneio de 3 pontos;Santo André;14;606;2;https://lbf.com.br/noticias/torneio-de-3-pontos/
tubarao 100;Santo André;32;812;6;https://lbf.com.br/noticias/tubarao-100/
ad santo andre e unimed campinas em vantagem;Santo André;14;419;3;https://lbf.com.br/noticias/ad-santo-andre-e-unimed-campinas-em-vantagem/
damiris dantas entra pra lista da forbes;Unimed Campinas Basquete;2;252;1;https://lbf.com.br/noticias/damiris-dantas-entra-pra-lista-da-forbes/
parte 1 completa;Unimed Campinas Basquete;6;430;2;https://lbf.com.br/noticias/parte-1-completa/
jogadoras da adcf unimedamericana desfilam em carro aberto em comemoracao ao titulo da lbf 201415;Sport/Uninassau/Inst. Todos;3;388;1;https://lbf.com.br/noticias/jogadoras-da-adcf-unimedamericana-desfilam-em-carro-aberto-em-comemoracao-ao-titulo-da-lbf-201415/
sao jose se prepara para a disputa dos jogos abertos do interior;Pontz São José Basketball;8;282;2;https://lbf.com.br/noticias/sao-jose-se-prepara-para-a-disputa-dos-jogos-abertos-do-interior/
sesi na grande final;SESI Araraquara Basquete;18;597;5;https://lbf.com.br/noticias/sesi-na-grande-final/
que reforco;Sampaio Basquete;5;423;2;https://lbf.com.br/noticias/que-reforco/
vai brasil 3;Unimed Campinas Basquete;1;609;1;https://lbf.com.br/noticias/vai-brasil-3/
grande brasil;Sampaio Basquete;15;712;4;https://lbf.com.br/noticias/grande-brasil/
deu bolivia no sul;Sampaio Basquete;12;455;3;https://lbf.com.br/noticias/deu-bolivia-no-sul/
iza sangalli chega ao ituano basquete;Sport/Uninassau/Inst. Todos;1;325;1;https://lbf.com.br/noticias/iza-sangalli-chega-ao-ituano-basquete/
lbf 201415 tera 11 equipes e comecara no final do mes de novembro;Sport/Uninassau/Inst. Todos;6;412;3;https://lbf.com.br/noticias/lbf-201415-tera-11-equipes-e-comecara-no-final-do-mes-de-novembro/
liga de basquete feminino lbf cumprimenta fpb pelo seu 90o aniversario;Sport/Uninassau/Inst. Todos;4;162;1;https://lbf.com.br/noticias/liga-de-basquete-feminino-lbf-cumprimenta-fpb-pelo-seu-90o-aniversario/
que vitoria;Santo André;22;572;2;https://lbf.com.br/noticias/que-vitoria/
gringa on fire;Sport/Uninassau/Inst. Todos;8;658;3;https://lbf.com.br/noticias/gringa-on-fire/
quarta vitoria;Sodiê Mesquita;9;411;4;https://lbf.com.br/noticias/quarta-vitoria/
ingressos para o jogo entre maranhao basquete x sport recife na segunda rodada das quartas da lbf 201415 serao trocados por alimentos;Sport/Uninassau/Inst. Todos;9;514;1;https://lbf.com.br/noticias/ingressos-para-o-jogo-entre-maranhao-basquete-x-sport-recife-na-segunda-rodada-das-quartas-da-lbf-201415-serao-trocados-por-alimentos/
a sensacao da semana 1 lbf 1516;Santo André;4;335;1;https://lbf.com.br/noticias/a-sensacao-da-semana-1-lbf-1516/
brasil e superado pela australia e sofre segundo reves na fase inicial da universiade 2015;Sport/Uninassau/Inst. Todos;2;317;1;https://lbf.com.br/noticias/brasil-e-superado-pela-australia-e-sofre-segundo-reves-na-fase-inicial-da-universiade-2015/
barretos e sport recife se reabilitam jogando em casa pela quinta semana da lbf 201415;Santo André;10;715;3;https://lbf.com.br/noticias/barretos-e-sport-recife-se-reabilitam-jogando-em-casa-pela-quinta-semana-da-lbf-201415/
noite historica no borell;Sport/Uninassau/Inst. Todos;3;908;2;https://lbf.com.br/noticias/noite-historica-no-borell/
mais um;Sport/Uninassau/Inst. Todos;10;882;2;https://lbf.com.br/noticias/mais-um/
com equilibrio;Cerrado BRB;8;370;4;https://lbf.com.br/noticias/com-equilibrio/
vera cruz campinas anuncia novo treinador;Santo André;2;285;4;https://lbf.com.br/noticias/vera-cruz-campinas-anuncia-novo-treinador/
carol ross comanda o segundo dia de treinos com atletas do uninassauamerica;Sport/Uninassau/Inst. Todos;3;249;1;https://lbf.com.br/noticias/carol-ross-comanda-o-segundo-dia-de-treinos-com-atletas-do-uninassauamerica/
fds decisivo e a matematica para os playoffs;SESI Araraquara Basquete;12;846;6;https://lbf.com.br/noticias/fds-decisivo-e-a-matematica-para-os-playoffs/
sampaio segue invicto;Santo André;12;551;3;https://lbf.com.br/noticias/sampaio-segue-invicto/
barretos e americana abrem as quartas de final da liga de basquete feminino lbf 201415;Sport/Uninassau/Inst. Todos;1;633;1;https://lbf.com.br/noticias/barretos-e-americana-abrem-as-quartas-de-final-da-liga-de-basquete-feminino-lbf-201415/
pre jogo santo andreapaba x blumenau;Santo André;14;578;3;https://lbf.com.br/noticias/pre-jogo-santo-andreapaba-x-blumenau/
feliz dias das maes andreenses;Santo André;72;791;5;https://lbf.com.br/noticias/feliz-dias-das-maes-andreenses/
primeira vitoria;Sodiê Mesquita;15;475;6;https://lbf.com.br/noticias/primeira-vitoria/
confira os destaques da segunda rodada do playoff final da lbf 201314;Sport/Uninassau/Inst. Todos;11;446;3;https://lbf.com.br/noticias/confira-os-destaques-da-segunda-rodada-do-playoff-final-da-lbf-201314/
deu a logica;Nenhum time identificado;0;536;0;https://lbf.com.br/noticias/deu-a-logica/
thaissa de volta;Sport/Uninassau/Inst. Todos;3;466;2;https://lbf.com.br/noticias/thaissa-de-volta/
decisao definida;Santo André;12;528;2;https://lbf.com.br/noticias/decisao-definida/
ituano basquete x kto blumenau datas das finais;Sport/Uninassau/Inst. Todos;4;477;3;https://lbf.com.br/noticias/ituano-basquete-x-kto-blumenau-datas-das-finais/
galo da o troco no gaviao;Pontz São José Basketball;3;641;4;https://lbf.com.br/noticias/galo-da-o-troco-no-gaviao/
pro esportesorocaba se reapresenta com novidades;Sport/Uninassau/Inst. Todos;4;524;2;https://lbf.com.br/noticias/pro-esportesorocaba-se-reapresenta-com-novidades/
novo classico;Sampaio Basquete;8;663;2;https://lbf.com.br/noticias/novo-classico/
com muita emocao sport recife derrota o deportivo anzoategui no tempo extra e garante classificacao na liga sul americana feminina de clubes;Sport/Uninassau/Inst. Todos;7;594;1;https://lbf.com.br/noticias/com-muita-emocao-sport-recife-derrota-o-deportivo-anzoategui-no-tempo-extra-e-garante-classificacao-na-liga-sul-americana-feminina-de-clubes/
boa vitoria 2;Santo André;12;417;3;https://lbf.com.br/noticias/boa-vitoria-2/
match point pro tubarao;SESI Araraquara Basquete;15;513;3;https://lbf.com.br/noticias/match-point-pro-tubarao/
sesi araraquara e santo andre apaba saem na frente na semi do paulista;Santo André;6;328;3;https://lbf.com.br/noticias/sesi-araraquara-e-santo-andre-apaba-saem-na-frente-na-semi-do-paulista/
sport recife e o grande campeao do brasileirao sub 23 da cbb;Pontz São José Basketball;8;336;5;https://lbf.com.br/noticias/sport-recife-e-o-grande-campeao-do-brasileirao-sub-23-da-cbb/
lais elena devera dar nome ao ginasio do santo andreapaba;Santo André;6;288;2;https://lbf.com.br/noticias/lais-elena-devera-dar-nome-ao-ginasio-do-santo-andreapaba/
coletiva de imprensa finais lbf;Sport/Uninassau/Inst. Todos;4;524;1;https://lbf.com.br/noticias/coletiva-de-imprensa-finais-lbf/
disputa ferrenha;Santo André;4;596;3;https://lbf.com.br/noticias/disputa-ferrenha/
a sensacao da semana 04 lbf 1516;Sampaio Basquete;5;422;2;https://lbf.com.br/noticias/a-sensacao-da-semana-04-lbf-1516/
brasiliavizinhanca acerta a renovacao com duas pratas de casa;Sport/Uninassau/Inst. Todos;6;436;1;https://lbf.com.br/noticias/brasiliavizinhanca-acerta-a-renovacao-com-duas-pratas-de-casa/
virada heroica;Sport/Uninassau/Inst. Todos;4;689;3;https://lbf.com.br/noticias/virada-heroica/
o planejamento que deu certo;Sport/Uninassau/Inst. Todos;3;801;3;https://lbf.com.br/noticias/o-planejamento-que-deu-certo/
debora da costa quer o sao josecolinas shopping com outra postura no segundo jogo semifinal da lbf 201415;Pontz São José Basketball;6;347;2;https://lbf.com.br/noticias/debora-da-costa-quer-o-sao-josecolinas-shopping-com-outra-postura-no-segundo-jogo-semifinal-da-lbf-201415/
casa forte;Sport/Uninassau/Inst. Todos;9;721;5;https://lbf.com.br/noticias/casa-forte/
adcf unimedamericana treina visando a disputa da fase inicial da liga sul americana de clubes;Sport/Uninassau/Inst. Todos;2;390;1;https://lbf.com.br/noticias/adcf-unimedamericana-treina-visando-a-disputa-da-fase-inicial-da-liga-sul-americana-de-clubes/
expectativa a mil;Santo André;8;725;3;https://lbf.com.br/noticias/expectativa-a-mil/
nota oficial 12;Sport/Uninassau/Inst. Todos;3;199;2;https://lbf.com.br/noticias/nota-oficial-12/
oficialmente lancado;Sport/Uninassau/Inst. Todos;3;660;3;https://lbf.com.br/noticias/oficialmente-lancado/
invicto blumenau se prepara para o quadrangular decisivo do catarinense;Nenhum time identificado;0;497;0;https://lbf.com.br/noticias/invicto-blumenau-se-prepara-para-o-quadrangular-decisivo-do-catarinense/
sesi araraquara e santo andre estao na final do paulista;Santo André;12;346;4;https://lbf.com.br/noticias/sesi-araraquara-e-santo-andre-estao-na-final-do-paulista/
timao volta a vencer;Sodiê Mesquita;6;58;1;https://lbf.com.br/noticias/timao-volta-a-vencer/
e hoje;SESI Araraquara Basquete;11;675;5;https://lbf.com.br/noticias/e-hoje/
lance livre com debora da costa do sao josecolinas shopping;Pontz São José Basketball;4;174;2;https://lbf.com.br/noticias/lance-livre-com-debora-da-costa-do-sao-josecolinas-shopping/
quem para o sampaio basquete;Sampaio Basquete;17;734;3;https://lbf.com.br/noticias/quem-para-o-sampaio-basquete/
brasil faz amistoso contra franca antes da estreia no mundial sub 19 da russia;Sport/Uninassau/Inst. Todos;2;375;1;https://lbf.com.br/noticias/brasil-faz-amistoso-contra-franca-antes-da-estreia-no-mundial-sub-19-da-russia/
brasiliavizinhanca realiza workshop de base com nomes renomados do basquete sul americano;Sport/Uninassau/Inst. Todos;1;263;1;https://lbf.com.br/noticias/brasiliavizinhanca-realiza-workshop-de-base-com-nomes-renomados-do-basquete-sul-americano/
basquete 3x3 desafio das ligas define campeoes neste sabado;Pontz São José Basketball;4;463;3;https://lbf.com.br/noticias/basquete-3x3-desafio-das-ligas-define-campeoes-neste-sabado/
americana recebe o cacula jaragua nesta terca na sequencia da quarta semana da lbf 201415;Sport/Uninassau/Inst. Todos;2;474;1;https://lbf.com.br/noticias/americana-recebe-o-cacula-jaragua-nesta-terca-na-sequencia-da-quarta-semana-da-lbf-201415/
partiu franca;Unimed Campinas Basquete;3;560;1;https://lbf.com.br/noticias/partiu-franca/
historico;Sport/Uninassau/Inst. Todos;9;873;5;https://lbf.com.br/noticias/historico/
minnesota lynx de damaris do amaral fica fora da decisao da wnba;Pontz São José Basketball;2;431;2;https://lbf.com.br/noticias/minnesota-lynx-de-damaris-do-amaral-fica-fora-da-decisao-da-wnba/
playoffs definidos 7;SESI Araraquara Basquete;11;532;6;https://lbf.com.br/noticias/playoffs-definidos-7/
a primeira 3;Santo André;30;663;3;https://lbf.com.br/noticias/a-primeira-3/
ariadna deixa o vera cruz campinas;Unimed Campinas Basquete;5;497;4;https://lbf.com.br/noticias/ariadna-deixa-o-vera-cruz-campinas/
9166 2;Sport/Uninassau/Inst. Todos;3;261;1;https://lbf.com.br/noticias/9166-2/
campeas da america do sul;Sampaio Basquete;2;352;2;https://lbf.com.br/noticias/campeas-da-america-do-sul/
visando 2018 feacfranca conhece planejamento da lbf caixa;Sport/Uninassau/Inst. Todos;3;456;1;https://lbf.com.br/noticias/visando-2018-feacfranca-conhece-planejamento-da-lbf-caixa/
diretor da pro esporte sorocaba visita lbf;Sport/Uninassau/Inst. Todos;7;380;1;https://lbf.com.br/noticias/diretor-da-pro-esporte-sorocaba-visita-lbf/
sport recife e santo andre vencem jogando como visitante na nona semana da lbf 201415;Pontz São José Basketball;6;535;3;https://lbf.com.br/noticias/sport-recife-e-santo-andre-vencem-jogando-como-visitante-na-nona-semana-da-lbf-201415/
duas mil vezes karla;Unimed Campinas Basquete;7;518;2;https://lbf.com.br/noticias/duas-mil-vezes-karla/
antonio carlos barbosa ministrara palestra no equador em agosto;Sport/Uninassau/Inst. Todos;3;261;1;https://lbf.com.br/noticias/antonio-carlos-barbosa-ministrara-palestra-no-equador-em-agosto/
presente antecipado;Sodiê Mesquita;19;394;2;https://lbf.com.br/noticias/presente-antecipado/
cabeca em pe;Sport/Uninassau/Inst. Todos;6;616;1;https://lbf.com.br/noticias/cabeca-em-pe/
uninassauamerica apresenta uniformes para a disputa da liga de basquete feminino lbf 201415;Sport/Uninassau/Inst. Todos;4;379;1;https://lbf.com.br/noticias/uninassauamerica-apresenta-uniformes-para-a-disputa-da-liga-de-basquete-feminino-lbf-201415/
melhorando os numeros;Unimed Campinas Basquete;12;626;2;https://lbf.com.br/noticias/melhorando-os-numeros/
trabalho multidisciplinar auxiliou a selecao brasileira adulta feminina no sul americano do equador;Sport/Uninassau/Inst. Todos;3;1322;1;https://lbf.com.br/noticias/trabalho-multidisciplinar-auxiliou-a-selecao-brasileira-adulta-feminina-no-sul-americano-do-equador/
segue na ponta;Santo André;6;357;2;https://lbf.com.br/noticias/segue-na-ponta/
joice e gil abrem visitas as escolinhas em santa barbara doeste;Sport/Uninassau/Inst. Todos;4;399;1;https://lbf.com.br/noticias/joice-e-gil-abrem-visitas-as-escolinhas-em-santa-barbara-doeste/
de olho nos estaduais;Santo André;6;391;5;https://lbf.com.br/noticias/de-olho-nos-estaduais/
jogo entre sesi sp e divino pelo campeonato paulista feminino da serie a 2 e adiado;Sport/Uninassau/Inst. Todos;3;209;1;https://lbf.com.br/noticias/jogo-entre-sesi-sp-e-divino-pelo-campeonato-paulista-feminino-da-serie-a-2-e-adiado/
basquete 3x3 desafio das ligas reune os melhores times do brasil no rio de janeiro;Sport/Uninassau/Inst. Todos;7;671;3;https://lbf.com.br/noticias/basquete-3x3-desafio-das-ligas-reune-os-melhores-times-do-brasil-no-rio-de-janeiro/
playoff antecipado 2;Santo André;26;753;4;https://lbf.com.br/noticias/playoff-antecipado-2/
unisociesc blumenau desencanta em casa;Sodiê Mesquita;3;419;2;https://lbf.com.br/noticias/unisociesc-blumenau-desencanta-em-casa/
sport recife confirma contratacao da revelacao da lbf e renova com a experiente adrianinha;Sport/Uninassau/Inst. Todos;8;392;1;https://lbf.com.br/noticias/sport-recife-confirma-contratacao-da-revelacao-da-lbf-e-renova-com-a-experiente-adrianinha/
vera sai na frente;Unimed Campinas Basquete;9;473;4;https://lbf.com.br/noticias/vera-sai-na-frente/
unimed campinas mais perto do tri paulista;Santo André;6;288;2;https://lbf.com.br/noticias/unimed-campinas-mais-perto-do-tri-paulista/
macarena durso e agustina leiva sao campeas em despedida na argentina;Sport/Uninassau/Inst. Todos;1;261;1;https://lbf.com.br/noticias/macarena-durso-e-agustina-leiva-sao-campeas-em-despedida-na-argentina/
unisociesc blumenau vence sodie mesquita lsb no sul;Sodiê Mesquita;7;646;3;https://lbf.com.br/noticias/unisociesc-blumenau-vence-sodie-mesquita-lsb-no-sul/
credenciamento de imprensa jogo 3 finais lbf caixa;SESI Araraquara Basquete;6;361;3;https://lbf.com.br/noticias/credenciamento-de-imprensa-jogo-3-finais-lbf-caixa/
campeas do brasil;SESI Araraquara Basquete;25;745;5;https://lbf.com.br/noticias/campeas-do-brasil/
pela vaga nos playoffs;Pontz São José Basketball;87;893;3;https://lbf.com.br/noticias/pela-vaga-nos-playoffs/
oito clubes um objetivo;Pontz São José Basketball;13;535;7;https://lbf.com.br/noticias/oito-clubes-um-objetivo/
rival conhecido;Sampaio Basquete;15;615;2;https://lbf.com.br/noticias/rival-conhecido/
a bola vai subir 4;SESI Araraquara Basquete;13;842;3;https://lbf.com.br/noticias/a-bola-vai-subir-4/
doce vitoria;Sampaio Basquete;15;775;4;https://lbf.com.br/noticias/doce-vitoria/
estreia positiva;Santo André;12;235;2;https://lbf.com.br/noticias/estreia-positiva/
vera cruz campinas inicia distribuicao de ingressos para estreia;Sport/Uninassau/Inst. Todos;3;247;2;https://lbf.com.br/noticias/vera-cruz-campinas-inicia-distribuicao-de-ingressos-para-estreia/
para marcar na agenda;Santo André;22;647;3;https://lbf.com.br/noticias/para-marcar-na-agenda/
uma passadinha pela base 11;Sport/Uninassau/Inst. Todos;3;759;1;https://lbf.com.br/noticias/uma-passadinha-pela-base-11/
tricolor na frente;Sodiê Mesquita;65;834;6;https://lbf.com.br/noticias/tricolor-na-frente/
2015 da lbf em fotos;Sampaio Basquete;6;371;2;https://lbf.com.br/noticias/2015-da-lbf-em-fotos/
hoje tem 18h ad santo andre x sesi araraquara;Santo André;18;605;6;https://lbf.com.br/noticias/hoje-tem-18h-ad-santo-andre-x-sesi-araraquara/
